0,481,390,330,270,210,150,123,90,60,35,20
300,1.69981,1.59464,1.50415,1.26846,1.2841,1.12243,1.01398,0.924776,0.821243,0.622616,0.601913
310,1.35588,1.26194,1.18456,0.988543,0.988613,0.855208,0.764739,0.688971,0.600563,0.443297,0.419502
320,1.14045,1.05593,0.987973,0.821628,0.813587,0.700919,0.624763,0.560527,0.486873,0.356711,0.332288
330,0.964141,0.890495,0.83163,0.6887,0.678475,0.583063,0.519375,0.465487,0.40478,0.293436,0.267311
340,0.823687,0.757882,0.707043,0.584856,0.57487,0.49404,0.440841,0.395899,0.344378,0.244534,0.216267
350,0.718588,0.658502,0.61491,0.509373,0.502255,0.43414,0.389172,0.350597,0.30486,0.209421,0.179274
360,0.639378,0.584013,0.546563,0.454407,0.44996,0.391857,0.35238,0.317478,0.273288,0.178301,0.1482
370,0.580157,0.526795,0.494425,0.411977,0.409852,0.358657,0.322381,0.289098,0.243105,0.146968,0.119154
380,0.536632,0.484367,0.455362,0.380422,0.379236,0.33252,0.298014,0.264547,0.213476,0.117869,0.0970521
390,0.498985,0.452043,0.425122,0.355706,0.354676,0.310667,0.27592,0.240371,0.181526,0.0931476,0.0823048
400,0.468441,0.428384,0.402727,0.337421,0.335854,0.292646,0.255241,0.214215,0.149228,0.0762733,0.0740298
410,0.445808,0.409735,0.38521,0.323053,0.31899,0.271666,0.229178,0.182104,0.117527,0.06462,0.0687568
420,0.430593,0.395299,0.370369,0.308856,0.298175,0.241128,0.193394,0.144142,0.0900984,0.0574411,0.0658099
430,0.417116,0.381313,0.353752,0.289836,0.268476,0.202996,0.154615,0.110637,0.0722306,0.0538477,0.0627178
440,0.388769,0.354109,0.321663,0.2553,0.223999,0.156668,0.115052,0.0828013,0.0613188,0.0518963,0.0618384
450,0.334396,0.30557,0.270166,0.207187,0.173229,0.115034,0.0849279,0.0649938,0.0551276,0.0505035,0.0601491
460,0.256218,0.237198,0.204409,0.15361,0.125517,0.0831263,0.0649636,0.0548783,0.0518768,0.0493757,0.0593604
470,0.180849,0.170154,0.145321,0.109894,0.0913527,0.0643235,0.05433,0.0501032,0.0503541,0.0487144,0.0582538
480,0.119237,0.114218,0.09835,0.0776611,0.0688454,0.0536351,0.0490263,0.0476165,0.0498913,0.0478241,0.0586564
490,0.0841091,0.0812335,0.0718333,0.0604152,0.05693,0.0488559,0.0465145,0.0462567,0.0481835,0.0471739,0.0564986
500,0.063307,0.0611603,0.0562802,0.0507489,0.0510144,0.0464167,0.0451437,0.0452628,0.0477046,0.0465498,0.055913
510,0.0534365,0.0513819,0.0489172,0.0463478,0.0484456,0.0452873,0.0445385,0.044679,0.0473195,0.0461241,0.0560349
520,0.049276,0.0470146,0.0455026,0.0443685,0.0469825,0.0444994,0.044016,0.0441193,0.0468003,0.0457531,0.0553303
530,0.0474178,0.0450332,0.0441094,0.0432795,0.0463782,0.0439906,0.0436944,0.0437606,0.0464098,0.0454317,0.0550002
540,0.0465102,0.0440894,0.0434509,0.042769,0.0459465,0.043765,0.0434364,0.043412,0.0462574,0.0452106,0.0549069
550,0.0462071,0.0436699,0.0431541,0.0424623,0.0454328,0.043522,0.0434121,0.0432653,0.0458185,0.0450459,0.053901
560,0.0458455,0.0433739,0.0429254,0.0421346,0.04526,0.0432864,0.0431778,0.0429053,0.045683,0.0449016,0.054193
570,0.0457606,0.0431146,0.0427945,0.0419249,0.0449965,0.0430346,0.0430511,0.0427845,0.0455516,0.0446577,0.0540635
580,0.0455504,0.0428899,0.042598,0.0417078,0.044573,0.0427759,0.0428671,0.0425276,0.0451653,0.0444789,0.0533254
590,0.0452409,0.0427365,0.0424185,0.0414688,0.0443081,0.0425451,0.0426412,0.0423583,0.0451021,0.0442944,0.0535193
600,0.0452151,0.0426719,0.0423305,0.041374,0.0439874,0.0424133,0.0424689,0.0421535,0.0448051,0.0441202,0.0529897
